review_title,review_body,rating,review_date
How can a drug dealer become the hero?,,1.0,20 February 2024
Maybe it's time to stop,"You know, I really like a good Purge movie because it's so different. It's political and like the adult version of the Hunger Games. But this one just didn't add up to the other three. I understand the point they were trying to convey but it was very...gang related? Not sure if that's the word that i'm Looking for or not. It just didn't feel like the Purge. But it wasn't too bad, I guess.",6.0,19 July 2018
Horrible,,3.0,2 June 2020
Acting wasn't that great but watchable! 4/10,,4.0,30 December 2018
A MISSED OPPORTUNITY.,"A missed opportunity to really ascend above the misery-porn of the concept and make proper social commentary. Instead it teases societal discontent and the fact that a class divide is very present, but ultimately devolves into more of the same.",6.0,25 November 2021
Just race baiting garbage.,,1.0,15 October 2018
Solutions,"Usually sequels go forward after the first movie, but for this movie The First Purge you go back to the beginnings. How did this franchise start off? Well, we discover that a political movement led by a charismatic politician wants to create opportunity in America again. In an attempt to ""think outside the box"" a team of social scientist seek to try something new, night of lawlessness. This experiment is suppose to support the perceived hypothesis of what happens when the rules of civil society are removed. In a night of mayhem, you experience how unexpect results occur when a community redifines the rules of engagement. A very bloody ride but one that makes you reflect on how community works on solutions to some of the most challenging problems facing society. Dr Wilson Triviño",9.0,18 July 2018
Just turn your brain off,,6.0,20 September 2018
No,Just...NO There are no words. Except maybe really?! Beyond terrible and time I will never get back.,1.0,7 March 2019
Just plain rubbish,"Loved the first two,third one was good this one should never of been made simple as that. The most anti white racist film iv ever seen please please don't waste your time watching this garbage, this is my first review ever I just had to warn people how terrible this film is .",1.0,24 October 2018
The First Purge was Retro,"The First Purge was time well spent at the theatre. As the movie unfolded, and reached about the halfway mark, I realized it was becoming very familiar and had many characteristics of some movies that I've seen before. While watching it, I was hoping that it diverted in a different direction, but instead, it proved me wrong and became very predictable. Timing is a plus for the release of a Hollywood film and this movie couldn't have been released at a better time in the U.S. The First Purge was a revival of the Blaxploitation movie era.",6.0,2 July 2020
STINKS,Has to be one of the worse horror movies ever made. Acting was horrible. Action scenes lame. Special effects just loud and not spectacular. Don't waste time or money.,1.0,2 March 2019
"This could have been good, but..","Just to start with, I absolutely despise this franchise. Only watched the first movie, and I couldn't even finish it, it was so bland and predictable and plain bad. But I saw the trailer for The First Purge and somehow decided that it might be a decent horror/drama, with some sociopolitical elements. The trailer turned out to be about much better than the movie.. There is no coherent plot, the acting is wooden and stereotypical, and like in all cheap trash horror movies out there, there is no common sense or logic. I don't want to focus on the negatives, as there are so many of them. It could have been good. They just needed to add a few subplots, some logic and development and to leave the gore and horror, but make it a bit more realistic and believable, so that the idea of class struggle and the politicians against the people is plausible. Instead it looks like a parody, and that is before the Dmitri starts acting like a black Rambo and the white guys are all bad and wearing Nazi uniforms. The last 20 mins of the movie me and my friends, and the majority of the movie theatre couldn't hold in the laughter, that's how ridiculous was everything. 6/10, only because I tried hard to enjoy it, otherwise it is 4-5.",6.0,14 August 2018
Racist garbage,"I cannot believe a movie like this is being produced in this day and age. It's a shame for the entire movie industry and I am shocked at the fact that it even made it into the theatres. Not only is the plot ridiculously boring and nonsensical, the acting is flat and the CGI bad. But apart from that it's the open racism that shocked me the most. I'm done with the Purge series once and for all.",1.0,21 March 2020
I enjoyed the other films but this was poor.,,6.0,9 July 2018
The Worst Purge,Absolutely diabolical on every level. Ridiculous story line. Nonsensical plot lines. Overacted. Blacksploitation. An insult to any filmgoer and 90 minutes of my life I will never get back.,1.0,19 October 2018
The best purge,"I think people are hating because it's so politically charged, but who doesn't like a good origin story.",8.0,11 July 2018
Action action,,6.0,14 April 2020
Does Marisa Tormei Need the Money?,"Basically a bunch of bruthas kill each other as a social experiment.

Sounds like a very left wind ideology. Full term baby murdering -- why not adults?

The movie sucks. It must have made money in black neighborhoods because that's clealry the market.",1.0,7 June 2019
VERY disappointing,"Of the four released Purge movies, this is without doubt the worst.

I was hoping to get a background to how the Purge movement started and even if the movie tries to depict this, it gets so boring and unbelievable.

The acting is incredibly poor and the movie does not have the suspense as the other movies have.",3.0,7 February 2021
The previous films were better,"I didn't dislike this movie, but I also didn't love it. I have not seen Anarchy, but I did see the first film and Election Year. I really enjoyed both of those films. This one just wasn't handled as well as those in my opinion. In the original purge movie, you had better, more experienced actors that commanded the screen better, Lena Heady and Ethan Hawke. And in the third, you had Frank Grillo, who has a great presence about him and can really shine in a franchise like this. I'm not necessarily saying the actors were bad here, but they didn't have that same presence. Also, the main ""hero"" is a gang leader and we're asked to root for him.... not the best character description for the protagonist. The action was more generic than I cared for, although there were some good scares that got me. I will say that I liked the main female protagonist as a character and I liked Marisa Tomei in her role, to be honest I would've liked to see more of her. Overall, The First Purge has it's moments, but unfortunately it doesn't live up to it's predecessors. 6/10.",6.0,16 July 2018
& HOPEFULLY THE LAST PURGE...!,The hit series has decided to reverse the clock by giving us a prequel tracing the very first purge trial held in Staten Island where the powers that be used open violence to wreck havoc on the powerless & disenfranchised in the name of a human course correction which ultimately'll serve the greater good of the masses. Yeah they can spew this nonsense till they're blue in the face but this borderline fascist manifesto masquerading as mainstream entertainment slips a little too easily in the mantra currently being chanted by the powerful in our country. One only hopes someone in our government won't view this film as a documentary rather than a signpost for a major change in domestic policy.,3.0,23 October 2018
"The ratings are wrong, the movie's pretty good",I don't what's happening with IMDB users but the ratings nowadays with some movies just doesn't make sense - I mean I understand it wasn't a great movie but it was just as good as every other purge movie so the ratings here doesn't make sense at all.,6.0,25 September 2018
"Regular prequel , middlingly paced ,with lots of thrills , violence , gore and guts","Passable prequel , but inferior to former entries , being set in a pseudo-apocalyptic future with chills, shocks and loads of violence . This thrilling picture results to be a futuristic yarn full of kinetic energy and amazing stunt work . It contains mystery , chills , noisy action , thrills , fights , social critical , and a weird atmosphere with dark with a surprising ending . The known and unrealistic premise of ""The Purge"" developing in the first installment is the following : The idea behind this whole futuristic America is that the Economy is down and Crime is up , as authorities put a lot of emphasis on murder being legal , that's why they believe assassinations would get better problems . It is just universally accepted that the cause of all these troubles is built up aggression within the human population. In order to correct this, the United States Government testing a sociological theory that vents aggression for one night in one isolated community . As the goverment decides that it would be a good idea to give the public a day to ""release the aggression"". So, one day of each year, they will have an annual ""Purge"" where all crime is legal , including killing . Somehow, magically, this does help the Economy and Crime overall is down for the rest of the year. Because if people get out all that anger in one day , they will not feel the need to commit any more crimes for the rest of the year . Sometime in the 21st century, turmoil has caused the government to be overthrown by the New Founding Fathers of America (NFFA). This third installment revolves around the first annual purge night , organized by the party nowadays governs : The New Founding Fathers of America's (NFFA) . NFFA members Arlo Sabian (Patch Darragh) and Dr. May Updele (Marisa Tomei) announce an experiment to take place on Staten Island where for 12 hours, people will be allowed to purge and release their inhibitions in any way they choose . The NFFA offers residents of the Island $5000 to stay in their homes during the purge and a compensation for those participating as well . They also give the participants a peculiar outfit : tracking devices , contact lenses with cameras in them so that they can monitor all activity . While Drug lord Dmitri (Y'lan Noel) tells his dealers that they will be leaving ; however , the dangerous drug dealer Capital A (Christian Robinson) wishes to stay and purge . A crazed drug addict named Skeletor (Rotimi Paul) talks on camera about his dark thoughts , including his desire to ""purge"" and unleash his hatred on other citizens . Later on , another young drug dealer, Isaiah (Joivan Wade) , gets into a struggle with Skeletor . Meantime , the good mother Luisa (Luna Lauren Velez) is looking for her child . After that , Isaiah goes to his sister Nya (Lex Scott Davis) , an anti-Purge activist and Dimitri's ex-sweetheart, for treatment, and Nya later confronts Dmitri as she believes that Dmitri is Isaiah's drug lord , which he denies . Along the way some people have to confront a really ruthless gang of masked killers . Citizens , join the first Purge .Purged . For one night only, America invites you to its annual tradition . Keep America Great .Purge for the People .Purge for the Nation . Purge for the Power .Purge for Your Liberty . Purge for the Glory. Witness the birth of an American tradition. Citizens, join the Purge. A nation reborn. It Changed Our Country. It Challenged Our Beliefs. Now, Witness How It All Began. Witness the birth of an American tradition. It Changed Our Country. It Challenged Our Beliefs. Now, Witness How It All Began. The movement that begun as a simple experiment...

The film is a comic-books style story , set in a dystopian nearly future , plenty of energetic action , shootouts , extreme violence , thriller , surprise-filled entertainment and high body-count . The tale is a blending of ordinary Sci-Fi movies , such as : Escape from N.Y , 2013 : Rescue in L.A. , Doomsday , and even Mad Max series , taking parts here and there . Instead of attempting to be a terror movie , it turns a fantastic thriller/action film set in a pseudo-apocalyptic future about a group of people trying to survive on a night where it's all-out war on the streets . It displays a motley plethora of characters , pretty well but succintly drawn , giving ordinary performances by its entire cast . This stirring movie is packed with frenetic action , crossfire , tension , thrills , chills , and lots of blood and gore , including throating-slit , cold-blood shots , beheading and anything else . The nail-biting action scenes are uniformly very well done , and the suspense and intrigue are enough to keep you interested throughout the film runtime , even in the low parts of the picture . This so-so Action Thriller was the third movie in the ""Purge"" trilogy (2013-2018) and the first was ¨The Purge¨with Ethan Hawke , Lena Headey , following : ¨Purge : Anarchy¨ that even has earned more money at the box office than its predecessor , starred by Frank Grillo , Carmen Ejogo , Zach Gilford , John Beasley , Kiele Sanchez , Justina Machado , Edwin Hodge ; third ¨Purge Election¨ with Kyle Secor , Frank Grillo , Elizabet Mitchell until this prequel was made : The First Purge (2018) .

This horror/action-adventure film from director Gerard McMurray serves as a former prequel to explain the deeds that caused this violent first purge . This is a decent movie and well set in a post-apocalyptic D.C. , dealing with citizens who will have to fight cruel disguised cutthroats , bands of depraved crazies ; packing frantic action , shocks as well as abundant violence, being professionaly produced by James de Monaco . As James De Monaco is really the true author of the Purge trilogy , Monaco is a good writer/producer and director . He has written the Purge saga and Purge TV series ; and wrote Assault on Precinct 13 , Skinwalkers , Negotiator , Hate , Staten Island , The kill Point series , Crash series . And he has directed The Purge films ; this horror/thriller franchise is formed by The Purge 2013 , The Purge: Anarchy 2014 , Election year 2016 , and The First Purge 2018 . All of them are set in different locations , as the first film takes place in a house , the second film takes place in the streets , and the third film takes place in official locations , as well as D.C. , and The First Purge takes place on Staten Island, New York , in which no character from any of the previous installments will be returning. This ¨First Purge¨ 2018 was shot in Buffalo, NY and doubled as Staten Island, NY ; it results to be an acceptable but mediocre film in its own right and it's worth watching for saga fans , only . Rating : 5/10 . It is highly recommend to anyone who appeals apocalyptic thrillers .",5.0,30 December 2019
The 1* Reviews Are More Of A Problem Than The Film Itself,"Numerous individuals cannot fathom a situation where The Purge would begin as an experiment in a working-class area where individuals are starving for money and lacking opportunity. The income wage gap in the United States is terrible, and the film itself creates an alternative timeline where situations are direr for the middle and working-class than they are in our reality.

The movie isn't 'politically charged' yet, much like the first film of the franchise, it exposes those who are trapped in a narrow frame of mind. The plot explains everything several reviewers complain over.

However, there were points in the plot where the writing was lazy, the narrative failed to tell a complex story, and the movie ends earlier. The acting was pretty good, with Y'lan Noel and Lex Scott Davis putting on good performances.

Overall, it's an okay prequel that needed more depth, but isn't anywhere near as problematic as those who have a problem with the melanin content of some of the antagonists.

True Score: 5.9/10",6.0,22 March 2020
"""Pray. Not Purge""... The franchise needs new ideas","""The First Purge"" (2018 release; 97 min.) is the latest (4th) installment in the ""Purge"" franchise. As the movie opens, we learn that the New Founding Fathers of America party has risen to power, and in order to solidify their power, are wanting to experiment with a new social program that would allow any and all criminal behavior for a 12 hour period. We then go to ""Staten Island - Two Days Before the Experiment"", and we get to know a number of the movie's main characters, including a brother and sister, a drug ring leader and several others. Tensions rise as we get closer to the experiment... At this point we are 10 min. into the movie but to tell you more of the plot would spoil your viewing experience, you'll just have to see for yourself how it all plays out.

Couple of comments: James DeMonaco, the writer-director-creator of the franchise, leaves directing duties to Gerard McMurray, whom I have never heard of. Let me say upfront that I have seen the prior three ""Purge"" movies, and that I have enjoyed these in the strangest of ways. Indeed, the idea of a real life ""purge"" night seems super scary to me. However, I did not enjoy this latest installment and I will tell you why: for whatever reason the movie makers, or at least DeMarco, thought that it would be a good idea in this day and age to play up racial divisions and not only that, but depicting them in a way that is reminiscent of the KKK and neo-Nazis. For shame. It is absolutely not fine as far as I'm concerned. What once was a franchise about surviving the night, now has become a (semi)political movie about racism and racial divides. As to the cast, it is a mostly no-names and mostly African-American cast, one of the big exceptions being Marisa Tomei, yes, THE Marisa Tomei (playing the role of the person who came up with the idea of the purge).

""The First Purge"" opened wide once again on the July 4 holiday. The (discount) Tuesday evening screening where I saw this at here in Cincinnati was packed to the rafters. Most people in the audience were African-American. I, for one, am done with this franchise. At one point in the movie a church sign in Staten Island reads ""Pray. Not Purge"", as people are getting savaged left and right. The ""Purge"" franchise badly needs some new ideas, as far as I'm concerned. Bottom line: I cannot recommend this movie in good conscience. If you are interested in the concept of the ""purge"", by all means check out one of the prior three movies, but stay away from this one.",3.0,11 July 2018
It really was a good movie.,,10.0,6 July 2018
"Repeats, Repeats, REPEATS!!","The First Purge follows the first ever annual Purge Night in Staten Island..there'sthe plot. I am actually going to make this review so quick because it would be pathetic if I wasted time on this, The First Purge is like all the other films; the same, average. Each movie th same, sure, this is way better then the first three films slightly by a few funny characters BUT THATS IT, STOP REMAKING THE SAME FILM OVER AND OVER AND OVER AND OVER AND OVER AND OVER AND OVER AGAIN. By applying a few characters and new masks, ain't gonna help these films get any better, just stop! The first film was fine on its own, just..stop!",6.0,18 September 2018
Race massacre,"As a lover of the ""the wrong"" kinda movies (as I'm often told) I quite enjoy The Purge movies. But what a load of racist, racism evoking, prejudiced and presumptuous sack of crap this is. The premise of vacating oneself of internal rage is an interesting one and so, the genesis of The Purge allowed for great exploration; this failed spectacularly.",2.0,22 September 2018
Do not waste your time and money..spoiler,,1.0,16 July 2018
"What is the point of ""The Purge?""","I understand that it is an experiment...but...WHY? How is the experiment going to benefit the country? Why does an extreme death toll make other local governments want to try it? Innocent people are dying. So what if its ""liberating"" for the criminal? Since when does letting criminals on the loose alleviate pressure on the justice system? What happens on the next day when firemen are putting out the fires...when police are handling unfinished fighting that has carried over? What happens to the store owners who got robbed? Do they get reimbursed by the government?",6.0,3 August 2018
The worst of the series,"Not much that I can add that has not been said in other reviews. Lets put it this way, the gangsters are all upright moral good guys who fight like ninjas with swords against organized mercs with bazookas, and win easily. They turn into the heroes of the town by the end. And oh, literally, all white people in this movie are evil without exception. The soundtrack is all rap so if thats not your thing, take an aspirin before you watch. Everything that happens is ridiculous and not in the funny way. In fact, there are no funny scenes nor any scary ones in this movie. Too bad this made money because it makes the human race look really silly.",1.0,19 September 2018
"Not terrible, but not my favourite.","I'm a huge fan of the purge series, so I expected a lot out of this movie. While it wasn't the worst movie I've ever seen, it definitely was not my favourite out of the series. The plot was confusing and somewhat lazy. I hope the next Purge movie (if there is one) is better!",6.0,10 July 2018
Horrible left-wing drivel,"White guys bad, republicans bad, antifa good, leftists good, etc.

Basically, unwatchable senseless violence, zero plot (other than the above), foul language & overt anti-American political themes. In the bonus scenes, the director says he wanted to break with the past films in the series and make a political statement about politics today. I wish his disturbed vision and ideals were on the DVD cover so I could have passed this title up.",1.0,20 October 2018
Sad,,1.0,21 October 2018
Hands down the best Purge movie,Please do not even entertain the reviews that ranted on with disgust and rated this movie a 1. This movie was exactly what America needed on the 4th of July. Great acting and great storyline. Everything a prequel should have. This movie is a wake up call and one of the best movies I've seen in awhile!,10.0,4 July 2018
Complete garbage,Horrible acting and storyline. Seemed to be created just to widen the racial divide in America. By far the worst Purge movie. Pure trash.,1.0,22 September 2018
The First Purge will be my last purge,"I somehow kept stuffing up the name of this film and calling it The Last Purge, which in a way, was prophetic, because it wasn't enjoyable and will be the last film in the Purge franchise I subject myself to.

Some of the previous films had been almost a guilty pleasure of mine. Fairly original concept, intense and like a less fantasy-driven version of 'The Hunger Games'. In this prequel, the characters are less likeable than ever, with it almost impossible to feel invested in their safety or plight.

This film is the definition of mindless, over-the-top violence. Its political themes and current-day references are no longer subtle and just come across as crass. As an Australian, I felt so far removed from any agenda this was trying to push that it just seemed too foreign . Kind of sad that these films still get green-lighted in a time of almost constant mass shootings over in the States.

Do not recommend.",1.0,25 January 2019
Not worth the time it took to pop the popcorn.,"Dead serious. This is 100% an attempt by far-left supporting Hollywood to race bait and kill any bipartisan thinking. It's really pathetic that people actually find this installment entertaining. The first Purge movie was deep and insightful, with political tones that were very relevant. This movie, however, is trash. Don't waste your popcorn.",1.0,25 September 2018
Different director - Don't expect same results,,3.0,25 July 2018
Horrible,Why did this movie feel like it was all made to today's politics.. ridiculous.. the other movies are waaayyyy better,1.0,19 July 2018
Awesome!,"It was a great movie, lots of action scenes. Main character is a bad ass!! Can't wait for the next purge!",9.0,9 July 2018
Steer clear or wait for the dvd release,"Prior to going to watch The Purge I looked at reviews and seen the negative feed back. However, I still decided to give it a go because my sister works at the theater and got us both in free and I wouldn't have to waste money.

All though I didn't waste the money, I regret wasting my time with the movie. The movie was lacking in multiple aspects and just fell short. The plot of a first purge could have been awesome, but it just wasn't. The story seemed to shift way too much between multiple plots instead of providing a quality overarching story for the audience. Acting was flat for the most part, but some of it seems to be due to the behind the scenes staff and writing. Parts of the movie seemed cheesy and laughable. Some parts can be ignored, while others will have you shaking your head. There were some cool aspects of the movie, but not enough to warrant the movie with a solid rating.

All in all, the movie was a bust in my opinion. I enjoyed the two previous purge movies, and was disappointed that this one was just mediocre. I would recommend waiting for the movie to come to redbox before checking it out if you want to watch it.

Sorry for typos, reviewed with IPhone.",3.0,5 July 2018
We have our first purge of the evening.,,4.0,28 July 2018
Waste material,Was excited to hear prequel. Saddened to see this garbage. Could have done so much with it and it's just racial an political crap! I'm shocked anyone would act in it. I'd rather see an old slasher flick. They have more substance than this. The tv show is pretty good. I'll watch it.,1.0,23 September 2018
Sadly too mutch politics,"Thats my first and probably only review i will write. But I really needed to say, that this movie is utterly racist. Thats not the way to go. Theres even a line that goes something like this: ""lets killt those white..."". Keep in mind, Racism goes both ways! This part aside, the movie as such wasnt actuelly not that bad. But sadly one time again, the movie industry felt the need to use entertainment as a pilitical platform.",1.0,3 January 2019
Do not waste your time!,Absolutely the most crappiest dreadful film ever made. That's all I will say.,1.0,21 September 2018
Reviews are Exaggerated,"The film delved deeper into the politics and story of the origins of The Purge. The First Purge had a great story, characters, and suspenseful scenes for movie goers.

The characters in this movie were enjoyable to watch. Nya was the strong, caring heroine. Dolores provided a great comic relief during intense scenes and throughout the movie. Even Dimitri was interesting and his character arc was great to watch and became a surprising hero for the film.

This film showed a population who are not well represented, or thought of during The Purge which is a reflection of the US today. Despite what reviews say, this film is not race baiting, or political propaganda. It's a great movie and definitely worth a watch.",10.0,11 July 2018
Poor poor poor,"Prequels have a chance to be really good and a good way to show how a trilogy etc started, unfortunately this was shocking. Started off ok but them just turned into stab feist and shoot um up kind off film.",2.0,3 March 2019
Insanely racist movie,,1.0,12 August 2018
Waste of time,"I don't think I have ever seen something so dumb and boring. Movie has no real storyline and all the actions is shoved in. Racial stereotypes are what this movie is about mostly and acting is well, dreadful",1.0,26 September 2018
The First Purge Makes Me Wonder About You Humans,"I can't say I like the ""Purge"" movie. I don't understand why a human would want to kill another human. Being a cat we do get into fights but nobody usually kills anyone.

""The First Purge"" tells the story of how this crazy experiment started. The event started in Staten Island, New York . They paid residents $5000.00 to stay on the island for the event. I watched some of the other Purge movies and they always have these strange looking people running the event.

Marisa Tomei, who usually ends up in better movies plays ""Dr.Updale"" who created the experiment. It was ordered by the ""New Founding Fathers of America"", the political party that overtook the country. It kind of reminds of the ""Trump"" adminstration.

""Arlo Sabian"" The Founding Fathers Adminstration Chief of Staff played by Patch Darragh added some more stuff to the experiment and did some pretty awful things.

To keep as many citizens alive the hero of the movie was ""Dmitri"" played by Y'lan Noel. He was actually a local gangster but became a local hero when people started killing his friends as part of the experiment. ""N'ya"" played by Lex Scot Davis was a protestor telling people not to participate. She was joined by her brother ""Isaiah"" played by Joivan Wade. Other people fighting the fight included her neighbor ""Delores"" played by ""Mugga""

The movie had the strangest images of people dressed up in all sorts of characters. What made me happy is that I didn't see any cats or dogs purging, which is good. There were no pets in the movies at all. If they showed a dead cat or dog Mom would freak out.

She shared with me that her Dad, My Human Grand Dad, actually walked out of ""Dances With Wolves"" when the wolf died. He could not stand any animals to be killed. Mom inherited the same gene.

As ""Purge"" movies go this one was interesting but I think the concept is strange.

The movie is Rated R for strong disturbing violence throughout, pervasive language, some sexuality and drug use so don't bring the kids.",3.0,5 July 2018
A let down.,"This one turns out to be a letdown in all Aspects, didn't really like the way they portrayed the movie , worst out of all the purges .",4.0,7 July 2018
"Let's speak movie not politic, nor white vs black.","I watched this movie without any expectation and i was caught by the story quite quickly. I was surprised by the script which give some depths in the main characters. The actors did a fair job and were credible.

I do not understand all the review speaking about white vs black or vice versa, for me it's just a movie and i do not care about the skin color.

Over all it's a 7/10 for me but i put a 8/10 because i found it not right that people give a 1/10 just because of politics or the color of of the cast.

Hey it's just a MOVIE ! Enjoy and don't think.",8.0,26 September 2018
Unbelievably bad,"Didn't think much of the others but this was the worst thing I've tried to sit through that I can remember. Awful dialogue, meaningless characters. I stuck it for an hour as I'd paid for it but wish I hadn't bothered.",1.0,6 November 2018
100% waste of time,Seems more like a last shot at cashing in on the franchise but ended up being more of a ghetto gangster movie. Terrible disgrace to a series that started strong.,1.0,2 January 2019
Great Idea - Terrible Movie.,,2.0,31 October 2018
this is the worst in the series,,2.0,5 May 2019
garbage,"Garbage s a good word for this thing. do not watch, it will be better for your nerves!",2.0,6 February 2020
Great,"People are too racially sensitive. This is a What if scenarios and I think they nailed it. I have been mostly intrigued by the idea behind it. If we get desperate and vote for power thirsty party due to the hope they promise and political rhetoric, this is what happens. The movie is portraying that people are not animals as we see ourselves to be. If we are not desperate for survival we will all mind our own business or even party. It is the very few, those who have some scores to settle or who are out rightly bananas, will take advantage of such a situation. Those people are just a minute proportion of our population. It is an excellent movie in my opinion. I gave 8/10 because I felt they could have at least given more details. It is a low budget movie what do we expect?",8.0,23 September 2018
how sjw ruined the movie industry...,"This is probably the worst yet... we all know the white male is the new thing to hate especially when he wears a pointy hat or policeman's uniform... this is so silly and only shows the mindset of the young social justice warriors living in their crowded bubble... so sad, they ruined comedy and the movie industry...",1.0,22 September 2018
Race Baiting at it´s finest,"I used to love the Purge for it´s acurate portraial of the darkness of human nature, however recently they moved away from the concept of showing what lies beneath the surface of our civilization. Instead now the only thing they do is pandering to SJWs. I´m just glad I didn´t pay to see this movie! To anyone who wants to give it a chance I recommend illegal streaming to save you from frustration.",1.0,8 September 2018
Politically-divisive insulting drivel,"It goes without saying that we live in divisive times.

I'd wager that there's a representative portion of society that would almost certainly argue that the idea of a Purge being imposed upon the population at this particular juncture in time might not be so fanciful an idea after all.

We are all tumbling helplessly into a neo-fascist far-right wing superstate after all, didn't you hear?

Set on Staten Island, New York City, Gerard McMurray's film tells of the build up to and events of the very first purge, upon whose experimental 'successes' all subsequent purges were to be based.

As ever, the whole notion of a human purge is an incredibly intriguing idea upon which to base a motion picture. and this probably explains why I have retained at least a cursory interest in this frequently misfiring franchise.

Sadly, The First Purge is not just a bad film, it's by far and away the worst film I've had the misfortune to witness in quite some time. Its poisonous cocktail of B-Movie sensibilities and enormously contrived narrative, blend like out-of-date soya milk and cold coffee to produce a lumpen misshapen cliche-riddled pile of old bollocks.

To add insult to injury, the whole sorry episode plays out like an ill-informed simplistic brain-washed sixth form school project done on behalf of their class tutor, who just so happens to be a fully paid-up member of the Democratic Party of the United States of America.

Rabid Democratic political bias dominating the narrative of a Hollywood motion picture? Whatever next?!!

Now, whatever your political persuasion may be, being rattled by this film's relentless and shameless ideological political jackhammer for 98 minutes, is not an experience I would recommend in any sort of a hurry.

To summarise: White men are all evil Republicans intent upon suppressing ethnic minorities and installing some kind of totalitarian fascist super state upon us all. And everyone else - serial killers and drug-dealing gang bosses included - are simply victims of an unjust society, and just fine.

In these times of such fractious divisions in society, more than ever the arts have a real part to play in providing honesty. How good would it be if mainstream films like this made an effort to heal and encourage constructive dialogue between politically-divided people?

Unfortunately, sensationalist offerings such as The First Purge are evidently completely disinterested in offering any sort of olive branch of reconciliation, and do nothing but titillate and segregate the 'them and us' still further.

No matter what positives Gerard McMurray's agenda-driven nonsense occasionally throws up - and there are admittedly a few ideas and set pieces strewn about the place which stick in the memory - The First Purge, on balance, is nothing more than poorly made propaganda-laced self-congratulatory virtuous twaddle that succeeds only in dragging an already patchy franchise kicking and screaming through the cinematic gutter.

Insulting drivel.",1.0,7 September 2018
What. Was. Marissa Tomei. Thinking?,"Terrible terrible movie. I was a follower of this franchise but the scripting and acting were just so so bad. Presumably the profits from the previous Purge films were spent on enlisting Marissa Tomei, but they should have saved their cash. Lex Scott Davis's acting made me laugh, as did all her really obvious lines.",1.0,3 October 2018
"I hoped for more, it could have been, but...",,2.0,19 May 2019
More than a purge,"This is the hands down best one. Movie had action, message, creativity..",8.0,4 July 2018
Final nail for a once promising concept,,2.0,30 October 2020
"Decent prequel. ""The First Purge"" is on par with the rest of the series","""The Purge"" is one of those film-franchises that likes to confuse people by not numbering the sequels. So, in fact, ""The First Purge"" is actually the fourth, and I'm not too sure if I already saw the third one. Then again, it doesn't really matter in what order you watch them, and this is prequel.

In ""The First Purge"", the freshly elected NFFA (New Founding Fathers of America) are about to dry-run their idea of the purge on Staten Island. For a period of 12 hours, all types of crime - including murder - are legal. With the exception of a handful of freaky people, the residents of Staten Island don't seem very eager to kill each other, but the NFFA has a back-up plan to make their project successful anyway.

Nothing in ""The First Purge"" qualifies as original or surprising. Street hoodlums into heroes, and the politicians in the ivory towers are the real monsters. It's clichéd, but at least the film is never boring and chock-full of explicit violence and sinister masks.",5.0,8 November 2021
The Start...,"""The First Purge"" is a Thriller - Horror movie in which we watch an American political party called the New Founding Fathers of America making an experiment on Staten Island. This experiment is called Purge and the people who will survive from a twelve hours period with no laws will take five thousand dollars. This movie shows us how all started and takes us back at the start of The Purge.

I liked this movie because it was interesting, it had a nice plot and some very good scenes. I enjoyed the fact that it presented us the start of the purge and explained us everything behind that experiment because it made me see everything from a different perspective now that I know the truth behind it. The direction which was made by Gerard McMurray it was very good and is obvious in the whole duration of it that he did a great job. Regarding the interpretations, I liked the interpretation of Y'lan Noel who played as Dmitri, Lex Scott Davis who played as Nya and Mugga who played as Dolores and gave something different in this horror movie. Some other interpretations that have to be mentioned were Marisa Tomei's who played as The Architect - Dr. Updale and Patch Darragh's who played as Chief of Staff - Arlo Sabian.

Finally, I have to say that ""The First Purge"" is a nice movie to watch with an interesting plot and some plot twists that you won't expect, something that makes this movie even more interesting. Under the guidance of James DeMonaco who was the director of the three previous purge movies, Gerard McMurray's direction is equally good. If you have already watched the previous three movies then I am sure that you are going to enjoy this movie too.",5.0,25 January 2019
"Purge this one from the saga, please","The weakest out of the four movies so far. Slow-paced at times, this installment does not add anything substantial to the plot and lacks in character development.

On the pus side: the costumes and some good quality actions scenes here and there.

Even if you are fan of the franchise, do not waste your time or money going to the cinema. Wait until it is availbale on DVD or any streaming platform.",5.0,7 July 2018
They went the wrong direction,And they went that direction pretty early in the series in my opnion. The movie is overall very political. Every non-action scene seems to feed to this government conspiracy and there is no room for a more isolated incident with characters that are a little more variated.,3.0,22 September 2018
Wow,I thought this purge was excellent. I have seen all of them but this one here wow. I felt it was also an eye opener with the world today but it was damn good.,9.0,7 October 2018
Literally worst movie...what is wrong with this world.,It is just so bad. So awful. Enough said. Don't waste your time.,1.0,28 October 2018
Just rubbish on so many levels,"Boring, racist, not scary or even interesting. Rubbish rubbish rubbish",1.0,6 October 2018
why does this movie even exist?,"Worst movie I've watched in 2018, not worth the time or money",1.0,22 September 2018
What a waste of time and money,Bad concept badly written predictable .dont waste your time I can guarantee you will regret it. Whoever produced this film must have been looking for a way to get rid of their money cos they certainly were not thinking of making any money from it!,1.0,25 September 2018
Upsetting!,"This one just ruined the whole sequel! Disgustingly disturbing. No plot, no actors and no purging.",1.0,18 September 2018
