review_title,review_body,rating,review_date
"Too much story telling, less action","If we say that the movie is based on mad max choronicles, we should expect at least half of its vibe and drive, sadly even though the movie is 2'3h (30min more than Tom's movie) almost 75% of it is just talking, discussing nonsense topics and so on. Come on even the ""final battle/war"" which lasted for more than a month is shown as just narrative & with some blurry cut scenes power-point slideshow images. After all this why 7 and not less? Well, I can't lie, as there were exactly two times 10-15 minutes of times where I felt that I was really into mad max universe and I understand that if not Tom's movie this one would look alike as 9/10 movie.",7.0,26 May 2024
The odyssey I was not expecting...,,8.0,25 May 2024
He should've done it in order,"I saw Furiosa tonight and while I thought it was good, for it to come after Fury Road (one of the greatest action movies of all time), it felt a bit weak. Don't get me wrong, it is a good story. And I like how it fills in some blanks about her life and all. But I think it would have been better to simply have made this movie and lead up to Fury Road. That's just my opinion, but what do I know? George Miller is clearly a genius at storytelling, especially about an apocalyptic wasteland.

I willl say that I think Chris Hemsworth gives the performance of his career. We've never seen him like this in anything before.

Anya Taylor Joy is good. Her eyes really tell the story.

Furiosa's life has been difficult, but she gets her justice in the end.",7.0,26 May 2024
Near-Perfect Prequel,"Furiosa: A Mad Max Saga is not as good as Fury Road, but it stands strongly in the franchise. We got a very good character arc for the main character and some interesting original characters. The story was intriguing, the action was great, although not as diverse as in the previous movie. What I loved the most in it was the world building.

Furiosa had a well-crafted arc throughout the film, but my favourite character was Praetorian Jack. He was a little stereotypical, but I liked that. The villain, Dementus was also steretypical, but he still had some very original characteristics.

I was mind-blown by the fact that this movie looked way better than Fury Road. Some shots could've been from Dune: Part Two. Those were my favourite and I liked the look of the night in the desert. The only thing I didn't like was the environment in the very beginning of the movie, it looked very computer generated.

I also wanted to see how Furiosa got accepted in the army as a woman and how nobody suspected she was the little girl, who vanished.

Not as good as fury road, but it's still an amazing action movie and a near-perfect prequel to Fury Road.",10.0,25 May 2024
Furiosa: Film Review,"Exploding into theaters this Memorial Day weekend comes an action thriller from the familiar Mad Max franchise. Written and directed by George Miller, Furiosa: A Mad Max Saga is a prequel to the previous film Mad Max: Fury Road (2015). This film mainly follows the beginning and epic revenge quest of Furiosa (played by in this film Anya Taylor-Joy, previously by Charlize Theron). At the beginning of the movie, we see Furiosa abducted by bandits/marauders under the control of a warlord/wild-man Dementus (played by Chris Hemsworth). After Furiosa's mother pursues across the desert, Furiosa's mother is killed at the hands of Dementus thus starting off Furiosa's fiery revenge tale. Left to her own devices and wits, Furiosa must travel through the wasteland, make allies along the way, and hunt down Dementus to the ends of the earth. One of such allies is played by Tom Burke, a ""Praetorian"" who helps Furiosa sharpen her skills. A classic revenge story no doubt.

For a prequel movie, this story does a better job showing the wasteland world than the previous film. Granted, a good portion of the film takes place in between one of three locations (The Citadel, Gas Town, and Bullet Town). However, being able to see these locations has helped me visualize what the rest of the wasteland looks like outside the Fury Road. The visualization and cinematography in this film helped the film tremendously. All the crazy and madness is captured on film with detail along with the vast desert background. Having the story take place in the desert shows the hopelessness of the situation and the production crew did a great job capturing that.

Anya Taylor-Joy doesn't have many speaking lines, but her vengeful intensity is more-so communicated through her eyes and focus during the action sequences. Chris Hemsworth as a villain may come off as intense, perhaps not in a good way; however, for a Mad Max film, his character works within the story. Tom Burke's character shows up halfway through and comes off as an intriguing character. Not so much as a love-interest (at least not that I can tell), but as a mentor and later as an equal.

Quite the tale to behold; however, I would be lying if I said I have never seen a story like this before. Being that this film is also a prequel it was difficult for me to absorb myself into the story and not predict an outcome ahead of time. Yes, same stories can be retold using the latest technologies and story tactics; however, I confess I don't see a variation in the formula. The runtime of two hours and twenty-eight minutes (exactly) was too long in my opinion. A few scenes could've been cut down, especially in the introduction scenes. Almost makes this movie tamed compared Fury Road. Some parts of this movie slowed way to far down compared to the non-stop intensity of Fury Road.

Overall, the well-done production and good acting will drive this movie forward. Dragging this movie back is the direction of the story and long runtime.",6.0,25 May 2024
Furious vexation,"Directing, visuals, editing : Top notch. It's still managing to be creative and awe-inspiring. BUT it's not as good as Mad Max Fury Road.


8/10.

Writing : This is the weakest point of the movie overall. Mad Max Fury Road drew a lot of its strength in its economy of words. Furiosa takes a different approach, which could have worked... only it didn't. I was embarrassed for the person who wrote some of these lines. The people next to me actually laughed during a scene that was clearly meant to be moving, and I was shaking my head no. Just no. What the hell.


1/10.



-3/10.",5.0,28 May 2024
"Another fun, action-packed outback drive","'Furiosa: A Mad Max Saga' is the prequel to 'Mad Max: Fury Road', which only seems recent, but actually came out 9 years ago! This film does a great job of adding useful backstory to Furiosa (Alyla Brown when young; Taylor-Joy when a bit older), Immortan Joe (Hulme), his sons Rictus (Jones) & Scrotus (Helman) and how the Wastelands (i.e. Western New South Wales) are controlled by three ""outposts"" - the Citadel, the Bullet-farm, and Gastown. We're shown how Furiosa is captured by motorbike marauders when young and ends up a slave of Dementus (Hemsworth).

Some good Aussie cameos - David Collins (half of The Umbilical Brothers) as Smeg, Dementus' grovelling sidekick, Angus Sampson as the ""Organic Mechanic"", Tim Rogers as one of Dementus' goons and John Howard back as the ""People Eater"". The film sets up well where Furiosa is from, why she's so stoic and why she wants to escape the Citadel. It's also good to see Hemsworth having fun and playing a semi-goofball bad guy, but with a bit of nuance (& a bit of prosthetic nose). Praetorian Jack (Burke) as the war rig driver is also good and has an important part in the final act.

The main star though, is the car chases/stunts/explosions across the desert backdrop, with lots of motorbikes and cars as always, as well as the introduction of the war rig/semi-trailer and some inventive parachuting. Pretty crazy that this film comes 45 years after the original 'Mad Max' and while some if it is of an extreme scale, it's still quite grounded and simple at it's core, with not too much noticeable CGI. The pacing and score are good and the ending is fitting.",8.0,26 May 2024
A wild ride not to be missed,"Furiosa, director George Miller's prequel to the action masterpiece Mad Max: Fury Road, throws us back into the desolate wasteland, this time to chart the course of a younger Imperator Furiosa. Anya Taylor-Joy steps into the iconic role, replacing Charlize Theron, and delivers a fiercely captivating performance that's both vulnerable and steely. We meet Furiosa as a rebellious young woman snatched from her idyllic home, the ""Green Place of Many Mothers,"" and thrust into the clutches of the tyrannical Dementus (Chris Hemsworth in a deliciously over-the-top portrayal). In a world where warlords and sandstorms are rampant, Furiosa's struggle for survival and eventual escape turns into a relentless chase.

While Furiosa lacks the white-knuckle, nonstop action sequences that made Fury Road a cinematic adrenaline shot, it compensates with a deeper exploration of its characters and themes. The film is a coming-of-rage story, showcasing Furiosa's transformation from a victim of circumstance into the formidable warrior we know. Taylor-Joy embodies this journey with captivating intensity, her eyes burning with a determination that transcends the need for excessive dialogue. Hemsworth chews the scenery with gleeful menace as Dementus, a perfect foil to Furiosa's simmering anger.

The film's heart lies in its exploration of female empowerment. Strong women are all around Furiosa, from the enigmatic rebel leader to the resourceful young mothers of the Green Place. This focus on female power feels organic within the Mad Max universe, a refreshing continuation of the themes Miller established in Fury Road.

Visually, Furiosa is stunning. The wasteland is rendered in a palette of bleached-out golds and burnt oranges, a stark contrast to the vibrant greens that haunt Furiosa's memories. The practical effects are impressive, with car chases and stunts that feel thrillingly real, even if they don't quite match the epic scale of Fury Road's action sequences. Simon Duggan's cinematography is a masterclass in capturing the vast emptiness of the wasteland, with occasional close-ups that emphasise the raw emotion on the actors' faces.

The pacing of Furiosa does drag a bit in the middle section, and the ending, while thematically satisfying, feels a touch ambiguous. The score, while atmospheric, doesn't quite capture the operatic intensity of Junkie XL's work in Fury Road.

Furiosa is a worthy prequel that expands the Mad Max universe in a meaningful way. The outstanding cinematography, captivating themes, and powerful performances make this film one that stays with you long after the credits have stopped rolling. While it doesn't quite reach the breakneck speed of its predecessor, it's still a wild ride that fans won't want to miss. See it on the big screen for the full visual impact!",8.0,26 May 2024
Great Villain & Amazing Stunt Work,,8.0,25 May 2024
George Miller is Brilliant!,"George Miller is a certified genius when it comes to crafting these sprawling, explosive, and epic action highlights. But what surprised me most about Furiosa was Miller's ability to tell such an incredible story in both scope and raw material in the script. With strong lead performances by Anya Taylor-Joy and Alyla Browne, the very idea of Furiosa herself breathes life into the full 2 and half hour runtime of the movie. Chris Hemsworth also commands the screen in glorious fashion, as does the sound, with an amazing score from Tom Holkenborg. An epic, cinematic tale of triumph and a revenge story rich in depth, Furiosa is a well-worthy installment into the 'Mad Max' saga. Here's to hoping for more of what the wasteland has to offer from the brilliant mind of George Miller!",9.0,25 May 2024
Fury Road's Shadow Looms Large Over Furiosa,"Furiosa, while boasting a decent narrative foundation, feels overshadowed by its predecessor, Mad Max: Fury Road. The story unfolds steadily, but the film lacks the phenomenal continuity, heart-pounding build-up, and lasting impact of Fury Road.

Sure, Furiosa delivers two fantastic action sequences, but they hold no surprises for anyone who's witnessed the masterful action choreography of Fury Road. Young Furiosa, a character we do root for. However, grown-up Furiosa feels less compelling, and the emotional connection built in the first half fizzles out before a somewhat predictable climax.

Honestly, if Fury Road hadn't set such an insanely high bar, Furiosa might have landed better. But existing in the same post-apocalyptic world, it struggles to carve its own distinct path.",6.0,27 May 2024
George Miller is praised for his artwork of thrilling action in the next film in the series.,"5 out of 5 stars.

Furiosa: A Mad Max saga is an awesome post apocalyptic action film that is a prequel to Fury Road film and more of a epic journey following Furiosas character from her childhood to young adulthood leading to the next film.

It is exciting to see George Millers next film in the mad max saga. Making it seem like there more films that could follow. And yes. I will be there to see more of this stories. Furiosa film delivers the action. Delivers the story. And direction and stunt work are just incredible.

Plot is epic. It follows the 15 years of furiosa until the beginning of Fury Road. Her being taken away from her green place. To meeting a warlord Demetrius (Chris Hemsworth). And her coming across the war boys from Immortan Joe.

The action sequences are exciting and thrilling. The car chases are awesome. The set pieces is exciting giving more of a back drop to gastown. There are a few exciting action sequences. The climax of the film was a little underwhelming compared to Fury Roads epic car chase. Which only involved Furiosa and Demetrius. The spiral downward tanker chase scene was exciting and made up for it.

Anya Taylor-Joy is incredible with the casting choice as Furiosa. And Chris Hemsworth had a great time playing as the villain this time.

The music score was awesome. The cinematography and direction delivered an incredible cinematic action experience.

Overall, George Miller Mad Max saga is a masterpiece and i hope he does another film in the universe and hope it does not take long to see another film.",10.0,28 May 2024
Uneven pacing takes the shine off Furiosa.,"Given the incredible juggernaut that was Mad Max Fury Road, it appears George Miller takes his bleak dystopian world view a little too seriously. Not that it shouldn't but you have Chris Hemsworth giving a great performance as Dementus, why introduce a half baked character as Furiosa's supposed love interest? Anya is a fantastic actress and she carries the film on her shoulders but to not give Immortan Joe more screen time and relegate him to the sidelines with Rictus and Scrotus(!) is inexcusable! This time George Miller couldn't quite pull off the magic from Fury Road which will have limited release in imax theatres in black and white. See that one instead.",6.0,3 June 2024
"Fury Road's Legacy Races On, With a New Lens",,8.0,25 May 2024
It's A Mad World,,7.0,3 June 2024
Insulting to the moral intelligence of the audience,,1.0,27 May 2024
"Great cinematography, brilliant acting","Fantastic cinema after a long time. It's a visual treat with almost entire movie coming out like a real world. Chris Hemsworth has delivered an outstanding role as Dementus. He has brought reasoning and thoughts in the character besides being con and ruthless. The Desert scenes and action stunts keep you glued to the screen. Even slow moments keep your mind engaged with well built characters. Storyline gets little predictable at times but sequences are surprising.

Comparing with last edition isn't fair. 2015 movie was more wild and happening but lacked motive and substance in characters. 2024 prequel is more balanced as an overall cinema experience. Don't miss it in theatres.",10.0,25 May 2024
Another great trip down the Fury Road.,"Slow to get going and a lot more artistic than traditional in its presentation, but when it does get going, it becomes something spectacular. Miller's artistic vision and style is captivating and whilst the action scenes aren't as good or as frequent as in 'Fury Road', they are still very enjoyable and have this different surreal style to them, almost stop-motion at times. The story is a bit lacking, but has some good themes and both of the lead actors were great, although they did take a while to grow on me. The world-building and iconic characters stand out for their peculiarity and whilst long, I was entertained throughout.",8.0,24 May 2024
THANK YOU AGAIN,"George Miller's revemps of the Mad Max universe is insanely great. Amazing but still not as remarquable as Fury Road, Furiosa makes an excellent prequel to the world already brightly set up of the wasteland and the fortress of Imortal Joe in Miller's previous movie. The addition of the gas and the bullet fortress, the character of Dementus and his army and of course the whole background story of Furisoa fit just perfecty into the whole story and psychology of what is really Mad Max : a fight for what is truly right. The plays of Anya Talor-Joy and Chris Hemsworth mixed with the amazing visuals effects, soundtracks, crazy stunts and creative vehicules make the whole universe feels unreal but at the same time so realistic (except some bikes and cars rolling up the 90° degree hills like gravity didn't exist but whatever!). Around the middle of the movie, in the third act, the fifthteen minutes composing the insane chase between Immortal Joe's war rig and Dementus group is defintly the best scene of the entire watch. Furiosa : a Mad Max saga, is certainly a must see for anyone loving a high quality movie. ""The question is, do you have it in you to make it epic"". Well, yeah, absolutly epic I must say!",9.0,26 May 2024
"No Doubt, It's the Mad Max Wasteland","In 1982 I experienced the The Road Warrior with a sense of wonderment akin to experiencing the world building magic of reading Tolkien. The gritty, violent wasteland of Mad Max is loaded with Miller's vision. An under-appreciated consistency of how brutal the competition for scant resources is. Loaded with colorful characters that despite moments of levity make you believe and root for a hero (or anti hero, or a strange fusion of the two).

Even without the title or recent experience of Fury Road, you could sit in your seat and at first viewing just know that this was a Mad Max movie, sans Max.

Another great feature is how this fits in with the 2020's annoying feature of filmmakers feeling the need to make the movie at least 20 minutes too long. Yes, this is a long movie. But instead of hoping I would get to the end and get to go home it kept my interest throughout.",9.0,28 May 2024
"If you loved the 1st one, you will enjoy this one, but might be left a little dissappinted.",,7.0,26 May 2024
An epic origin story with lots of disappointments.,"Rating is 8.5/10 Watched on May 27th, 2024 (first watch) Format: IMAX theatre

A well made origin story and prequel of one of the best action films ever. Furiosa is a very interesting character that a revisit of her story and past was a must and a need and would have been not fair to not be told.

However, this film is unfortunately missing so many elements that prevented it from being close to Mad Max: Fury Road's (2015) level. Firstly this part missed the dramatic element or the dramatic connections between the story and the audience. For instance, taking a look at the Green Place was such a disappointing scene that had nothing in it as I was really looking forward to the visuals that this place had to present. Moreover, I wish if the film spent more time with Furioso's mother to perhaps increase the sympathetic element towards her character.

Something that surprised me is how this part chose to completely change the vibes, environment, and colors of the world of Mad Max. In this film, everything seems lighter and brighter comparing to the darkness that was presented in Mad Max: Fury Road which I would have preferred to be continued in this part. Moreover, the color pallete and cinematography in this film was a bit disappointing and underwhelming. Nothing special or unique like Fury Road. At times, the very bad visual effects can be seen clearly which made the watching experience very much annoying at times.

On the other side, Anya Taylor Joy as young Furiosa is for sure a perfect casting choice that I would have not been able to see anyone else to relive Charlize Theron's performance better than her. At times i felt like Chris Hemsworth needed a little more push. Except for the last scene of the film in which he was given all the attention and focus into his character's philosophy and way of thinking, which was interesting and very good way to conclude the film.

I really wanted some scenes (especially the action sequences) to be shot using IMAX cameras as it would have made the watching experience 10x better and it would have hit different and a made a big difference as the Mad Max story needs to be told using the biggest aspect ratio.",8.0,28 May 2024
Interesting but overlong with mixed performances,"Interesting, sometimes wonderful settings, then: very artificial looking. Actress of young furiosa is the highlight of the overlong film. Anna was a good fit. But Chris Hemsworth is a strong contender for the Razzies next year. I felt like he was in another world. Over the top is great for Mad Max (Hail Homungus) but this goofy guy wasn't threatening, not funny, not impressive... way too important. I would have preferred more of immortan Joe. Overall too much explaining, a thing Fury Road handled way better. The action was a bit of a copy of copy... Chasing the big truck: mad max 2, mad max 4... too much repetition. Would have love to see more of the 40 day war. Didn't get why the shortened it so much but gave good Thor so much space. Anyway: the 4th best mad max after road warrior, fury road and the original mad max.",6.0,3 June 2024
Loved it,"I really enjoyed this movie, it was entertaining throughout. Never a dull moment 'fight scenes, chase scenes, comedy'it was very enjoyable. The characters were great. The usual Mad Max story of revenge didn't disappoint. I Really liked the different tribes/communities and their leaders. Also Chris Hemsworth was a brilliant baddie who you love to hate with his over the top flamboyant charater! Plus it was set in Australia, so what more could a movie goer need? However .... I was a bit unsure as to what Anya Taylor-Joy's accent was, it definitely wasn't an Aussie one, 'maybe it was too difficult for her to master.'",9.0,1 June 2024
Medium-octane action,"Less music. Less CGI quality. Less silence. Less octane.

Would I rewatch it? Most likely no. Would I recommend it? Definitely yes. Just keep your expectations lower, it's not Fury Road, sadly.

I'm a fan of the Mad Max universe, so getting another movie to build the universe further is great for me.

I would recommend going to a 4DX cinema (with moving chairs). This adds another dimension of action to make up for vastly missing soundtrack.

I'm waiting for the next movies in the franchise and I'll watch them no matter how good or bad they are.

The universe is what matters, I hope they spent more time and money on music and CGI next time.",7.0,30 May 2024
Very bad,,1.0,23 May 2024
I AM FURIOSA!,"Finished to see the movie the only word that came to my mind was WOW. I can say that this is one of the best prequel of all time, i can say that this story can stand on his feet also without fury road and that is cool as much fury road, if not more.

George Miller's style in this is at is peak.

While watching the movie you can Tell that you're watching something that is unique, despite this franchise its 45 years old. With things like this you can see the talent of a great director and Miller didn't disappoint.

Anya-Taylor Joy and Chris Hemsworth performances were both beautiful.

On one side we have the brave Furiosa reprised to perfection and doesn't make you regret at all the beautiful performance of charlize theron. On the other side we have the incredible surprise of the Dr. Dementus of chris hemsworth. As an actor he as always been talented but with this one he literally explode in a performance that is funny, weird, frenetic, hateful and represents the peak of his career for the moment.

If you haven't seen it yet, go and live such a beautiful experience that can't be lost.",10.0,26 May 2024
"One of the best visually stunning and ""vroom"" sound effects","Mad Max Saga, Furiosa: One of the best visually stunning and ""vroom"" sound effects you would have seen on Dolby Atmos.

The cars and chariot like motorcycles are displayed with pure human motions in a unique way- whether it's anger or rage.

The location in a desert like Wasteland, Gasland and other areas are projected in a different manner.

George Miller's (Director) storyline is good, and the screenplay is well projected from the start to finish. Editing could have been little crisp and could have shortened the movie by 20 mins.

Anya Taylor steals the show with her expressions and rage, displayed magnanimously through the unique automobiles.

Chris Hemsworth does his usual best with his uncanny attitude and gestures.

If you are a motorcycle or automobile enthusiast, and want to experience the real sound of these going at 160 mph on a sand desert with amazing VFX in a Dolby atmosphere and where your mind will be blown, then go for it!",8.0,27 May 2024
The story about how an 80 yo australian man can make better film than any average blockbuster,"You can sort of figure the green screen on 2 scene, so, around 30 secondes.

Yeah, that's it. That's the only bad thing i have to say. This movie is simply near perfection. It has its own DNA, like every mad max movie, but gosh does this DNA is good. It contains everything you could have wanted it to contains if you liked the last movies. Coherent world building, tears, jokes, actions, etc...

Brilliant actors (head up for all furiosa actress), brilliant stuns, brilliant photography, brilliant bad guy, etc...

This is actually the first review i ever made, but gosh does this movie deserve it. Seeing it on imax was the best.",9.0,29 May 2024
A Saga which stalls here and there,,8.0,26 May 2024
"Furiosa is a mere spectator in this show, just like the rest of the us.","A competent prequel to Fury Road though not entirely satisfying. Very thin on the storyline and that should have been the POV when going back in time to see what made the characters they went on to become. Action sequences are absolutely mind blowing and some of the stuff has never been seen before but dare I say it feels the glut of action sequences is to hide the wafer thin story and little character development. Hemsworth is having a gala time playing Demented. However, he comes across as more cartoonish than unhinged. One has to suspend belief to imagine that Anya Taylor-Joy graduated to becoming Charlize Theron.",7.0,23 May 2024
Enter the Halls of Valhalla,"Considering the high bar set by Fury Road, any spin-off would have to be utterly brilliant just to match it. While it doesn't come close to the 2015 classic, it is a fine movie on its own terms.

There are several problems holding it back from being a true classic. First, it's very much tied to the last film. The Mad Max series has always been separated from each other, with George Miller comparing it to classic mythological tales. So it's a bit odd for longtime viewers to see another Mad Max story so closely related to another.

Second, a problem inherent to any prequel is how to make tension when the ending is already known. We know Furiosa won't get home and we know Dementus won't take over, so it takes a lot of tension out of their stories. Plus it makes a big deal out of the origin of several things we don't really need an origin for like the War Rig and Furiosa's shaved head.

And finally, the pacing is off. It's the longest in the series, but a lot could be cut out. The prologue before Anya Taylor-Joy's Furiosa appears is far too long and should've been maybe ten minutes. There's also long periods with no action when all four previous movies kept it going. But those are mostly minor quibbles to the rest of the story.

Miller has always been great at world building and this one expands on previous film brilliantly. We see much more of the Citadel and it explores the Fury Road, Bullet Town, and the Bullet Farm.

Furiosa is an engaging protagonist, and this does an excellent job fleshing out of her character. Dementus makes for a terrific villain in the vein of Toecutter or Lord Humungus. He's smart, devious, dangerous, and fun to watch.

Taylor-Joy and Chris Hemsworth are both amazing, and the movie's worth it just for them. She balances channeling Charlize Theron and making the role her own. She does a lot with just body language and looks. Hemsworth is an excellent villain, knowing exactly how much scenery to chew. This proves he can do so much more than the handsome hero.

Tom Burke is a pleasant surprise as Jack, a kind of Proto-Max. Just like Mel Gibson and Tom Hardy, he can do a lot with a little to develop his character. Lachy Hulme does an admirable job as Immortan Joe, but no one could match the late Hugh Keays-Byrne.

The movie looks amazing. It's well shot and the graphics are well done. Though there's none of the iconic shots of Fury Road. Plus there's a lot more obvious CGI when the series has always been lauded for its practical effects, even though the CGI looks good compared to so many other big budget movies.

The action scenes are great. The biggest set piece occurs about halfway, but each one is well done. Again, none of it comes close to Fury Road but it's right alongside The Fall Guy in terms of fun and spectacle.

It will suffer from comparisons to its Academy Award winning successor, and it's a bit of an outlier compared to the rest of the series. But it's another argument for going to the big screen for the spectacle.",8.0,28 May 2024
"Masterfully made, but not perfect",,7.0,27 May 2024
Surpassed my expectations,"I'll start this by saying I was going into the cinema not completely sure what to expect. Needless to say the movie absolutely was top tier, everything from the cinematography to the soundtrack, to the acting.

It had a decent story line that paired well with Mad Max Fury Road. I think the stand out was indeed Chris Hemsworth, he stole the show in my opinion, played a perfect villain.

Overall left the cinema stoked with what I watched, I even went home and watched Mad Max Fury Road, and I might be leaning in favor of Furiosa as my favorite of the pair.

Great things, hope Miller continues soon.",9.0,26 May 2024
2 fast.... 2 furiosa?,"When it was announced that George Miller was making a kind of Mad Max reboot with Tom Hardy.... Is was like.... Hmmmmmmm

Then Fury Road came out and it was BLEEPING AWESOME.

Cut to like 8 years later.... And news comes out that they're making a prequel to fury Road... All about young Furiosa and I was like.... hmmmmm

and then it came out and it was....... MEH

So it's a prequel to 2015's FURY road, FURIOSA tells the story of ... a young Furiosa (Charlize Theron's character in FURY ROAD)

The movie acutally opens with audio exceprts from news stories that give you little snippets of the world as it starts to turn into the wasteland post apocalyptic world of Mad Max that we know .... theres not too much and its pretty vague (in a good way) to give the audience jusg a few wee nuggets of info.

We then meet young Furiosa as a 10-12 year old, she's in the Green Place (mentioned in Fury Road) but no sooner to we meet her, she's abducted bua couple of goons who kidnapp her and take her to their Leader.... DEMENTUS (awesome name, more on the names later) played to perfection here by a scene stealing / chewing (delete as appropriate) CHRIS HEMSWORTH

He's the leader of a gang in the Wastleland, he keeps young Furiosa in the gang DEMENTUS' gang crosses paths with Immortan Joes gang (from Fury Road) and as part of a craxzt trade deal, Furiosa is given to Immortan Joe

That sets the movie and its story more or less,,,, what follows is a series of wasteland gang squabbles between the Citadel (Immortan Joe's place), Gastown and the bullet farm (all briefly referenced in FURY ROAD), while Anya Taylor Joy's FURIOSA does some growing up on her way to becoming Charlize Theron.

I think its almost impossible to talk about Furiosa without comparing it to FURY ROAD, so I'm not even gonna try.,

I think the inherent problem with prequels is, you know the outcome of the story (more or less). You know certain characters will live (Furiosa, Joe etc) and you can probably guess certian characters die....(no spoilers!) eno And the problem with making this specific prequel is,,.,, its a prequel to a modern classic. Fury Road was (IS!) a PHENOMINAL movie. It topped the list in many critics and publications best movies of the decade, and I think Empire named it best movie of the century....? (hmm)

So, while ANY George Miller directed Mad Max movie is a welcome thing, I think most people would have wanted a SEQUEL to Fury Road, not a PREQUEL. It could still be a Furiosa led movie (I mean, Fury Road was a low key Furiosa led movie anyway,,,, seriously, Max is a passenger in the story and plot of Furiosa)

But yeah, a sequel to Fury Road would have been prefferable,

I think it was James Dyer in the Empire film podcast put it best when he talks about in Fury Road, we meet Furiosa as a fully formed character already., With very little dialogue or exposition, we get who that character is, what shes about..... we don't really NEED ther back story fleshed out.

When you explain away the mythlogy.... it takes away from the MYTH..... ology..,...

CHARACTERS / ACTING

Anya Taylor Joy does an admirable job as the young Furiosa, looks wise you can see how that person grows up to be Charlize Theron so there's no disconnect on the surface level, and she handles the various scenes and states well enough. Buuuuuuuuuut,,,, the whole time I was thinking to myself.... couldn't Charlize just have played young Furiosa in this movie?

As I said before, Hemsworth kinda steals the show here. He walks a fine line between over the top crazy bad guy chewing the scenery, and nuanced tortured past bad guy.

Like theres some subtle things he does in the movie, that kinda hint towards the fact he maybe doesn't WANT to be the crazy, murderous gang leader.... but the events of the world and of his surroundings have forced him into this role,..,.. and he has to play that role to survive (kinda reminded of Jeffrey Dean Morgans portrayal of Neegan in The Waling Dead in that sense.

Speaking of sense.... the sensible thing to do at this point would be to subscribe to the channel 😏

The supporting cast are pretty good also, the various henchmen and lieutenants of the gangs are wonderfully weird and brilliantly named (History Man, Organic Mechanic, Rictus Erectus, Scrotus to name but a few)

I don't want to go off road into spoiler territory, but theres a character that appears halfway, ends up being an important character, both to the story and to the character of FURIOSA, but it feels like they're introduced too late, the the relationship isn't earned.... the stakes of the relationship don't feel high.... so we don't care as much as I think the filmmakers would like us to.

One of the things that stands out with Furiosa (and all Mad Max movies) is the dialogue. The world of the wasteland has evolved from the world we know, and so has the way people speak.

Its very subtle but the slightly different way the characters speak to each other, the odd cadence of the their speech, the word swaps that feel like they've used a thesaurus, it really helps to sell the other worldly ness of this reality.

Tonaly, it's pretty spot on, nothing seems out place in that respect, its avery believable apocalyptic wasteland.

It seemed to be quite a lot more CGI, heavy than Fury Road, was The scenes at the end that show you know show you clips of Fury Road. Kind of remind you of that and it kind of just reminds you of how much better. Uh, a movie Fury Road.

Where this movie falters, is in its pacing, and structure,

Where Fury Road clocked in at just under 2 hours, Furiosa tips the scales at almost 2 and a half hours.

Fury road was essentially a relentless, don't stop for anything 2 hour chase movie (with plot and character development peppered seamlessly throughout)

Fursiosa is much more (delibately) slower movie,. Its even split up into 5 or 6 chapters with accompany titles (that are wee bit pretentious,,,,, kinda reminded me of Zack Snyders Justice League and early Tarantino... we don' need the chapter title cards guys, just get on with the movie)

Theres plenty of action scenes so its not like its a dull snoozefest (DUNE 2!), but its definitely a slower movie than Fury Road

There s sequence about halfway through the movie t hat feels VERY much like callback / homage to Mad Max 2 The Road Warrior

CGI

The look of this film is much less gritty than Fury Road, and it feels like there was a lot more (Obvious) CGI in Furiosa.... theres a couple of shots that really stand out .... and not in a good way...

Don't get me wrong, at times it looks stunning, and I'm sure the 4k disc of this will no doubt look AMAZING..... but it did feel a little video game ish.... a little AVATAR ish.... and not the grittyness that we expect from the MAd Max Wasteland Universe.

Similarly, the score by Tom Holkenborg (FKA Junkie XL) is more subdued than his (AMAZING ) score for Fury Road

(I actualyl LOVE the score for Fury Road, there a track on the Fury Road score called Brothers in Arms which made its way stratight the top 10 movie score tracks on my playlist)

Gonna go with 6/10 for Furiosa, perhaps I went with too high expectations and was wanting more of the FURY ROAD type of movie... so If you go expecting a Fury Road type.... you might be little dissapointed.

But as I said, I'm happliy see any George Miller directed Mad MAx movie.... even one without Max.",6.0,28 May 2024
Rushed Storyline with unexplain connections,,2.0,25 May 2024
